회원번호,조합원상태,성별,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액,구,동,연령60이상,연령대_30_50대,방문횟수,연령
1221298112,1,0,0,0,0,60대이상,66908.0,기흥구,보정동,1,0,5,69.0
1221609920,1,0,0,0,0,30대,99835.0,수지구,풍덕천동,0,1,16,38.0
1221611776,1,0,0,0,0,40대,170764.0,수지구,신봉동,0,1,9,47.0
1222187136,1,1,0,0,0,30대,17804.0,수지구,상현동,0,1,1,39.0
1222378304,1,0,0,0,0,30대,16272.0,수지구,성복동,0,1,2,35.0
1222467392,1,0,0,1,0,40대,23165.0,수지구,동천동,0,1,2,49.0
1222493376,1,0,0,0,0,40대,78969.0,수지구,풍덕천동,0,1,8,41.0
1222949952,1,0,1,0,0,50대,662864.0,기타,기타,0,1,15,55.0
1223009344,1,0,0,0,0,60대이상,218338.0,수지구,신봉동,1,0,12,67.0
1223050176,1,0,0,0,0,60대이상,464051.0,수지구,상현동,1,0,30,61.0
1223124416,1,0,0,0,0,30대,9381.0,기흥구,신갈동,0,1,1,37.0
1223250624,1,0,0,0,0,30대,134105.0,수지구,풍덕천동,0,1,10,38.0
1223254336,1,0,0,0,0,30대,48818.0,기타,신흥동,0,1,1,35.0
1223267328,1,0,0,0,0,30대,526075.0,수지구,풍덕천동,0,1,44,37.0
1223399104,1,0,1,0,0,60대이상,536660.0,수지구,풍덕천동,1,0,22,67.0
1223521600,1,1,0,0,0,60대이상,121948.0,수지구,풍덕천동,1,0,6,74.0
1223530880,1,0,0,0,0,40대,16751.0,기흥구,마북동,0,1,3,47.0
1223558720,1,0,0,0,0,30대,111513.0,수지구,풍덕천동,0,1,6,36.0
1223621824,1,0,0,0,0,30대,138577.0,수지구,풍덕천동,0,1,7,33.0
1223707200,1,0,0,0,0,30대,242747.0,수지구,상현동,0,1,10,37.0
1223920640,1,0,0,0,0,60대이상,327119.0,수지구,풍덕천동,1,0,24,73.0
1224035712,1,0,0,0,0,50대,37714.0,수지구,신봉동,0,1,4,55.0
122408768,1,0,0,0,0,60대이상,116797.0,수지구,신봉동,1,0,6,76.0
1224351232,1,0,1,0,0,50대,431223.0,수지구,풍덕천동,0,1,20,51.0
122457024,1,0,0,0,0,60대이상,115536.0,수지구,풍덕천동,1,0,21,65.0
1224635200,1,0,0,0,1,60대이상,909444.0,수지구,풍덕천동,1,0,74,60.0
1224685312,1,0,0,1,0,50대,672438.0,수지구,풍덕천동,0,1,52,54.0
1224841216,1,0,0,0,0,60대이상,215563.0,수지구,상현동,1,0,11,76.0
1224909888,1,0,0,0,0,60대이상,137838.0,기흥구,보정동,1,0,2,82.0
1225036096,1,0,0,1,0,40대,793431.0,수지구,신봉동,0,1,56,41.0
1225212416,1,0,1,0,0,40대,679139.0,수지구,동천동,0,1,17,46.0
1225216128,1,0,0,0,0,30대,422338.0,수지구,동천동,0,1,27,38.0
1225281088,1,0,0,0,0,30대,199002.0,기흥구,보정동,0,1,10,38.0
1225657856,1,0,0,0,0,50대,114098.0,수지구,동천동,0,1,6,51.0
1225811904,1,0,0,0,0,30대,276153.0,수지구,풍덕천동,0,1,21,39.0
1225873152,1,0,0,0,0,60대이상,190961.0,수지구,상현동,1,0,14,75.0
1226079168,1,0,1,0,0,50대,737914.0,수지구,상현동,0,1,26,54.0
1226168256,1,1,0,0,0,60대이상,1169755.0,수지구,성복동,1,0,40,69.0
1226301888,1,0,0,0,0,40대,10242.0,수지구,상현동,0,1,2,42.0
1226396544,1,0,0,0,0,50대,53795.0,수지구,풍덕천동,0,1,4,50.0
1226613696,1,0,0,0,0,30대,71503.0,기타,기타,0,1,2,37.0
1226674944,1,0,0,0,0,40대,32546.0,기타,기타,0,1,1,46.0
1226884672,1,0,0,0,0,40대,25844.0,수지구,풍덕천동,0,1,1,49.0
1227036864,1,0,0,0,0,40대,115345.0,수지구,상현동,0,1,6,47.0
1227419200,1,1,0,0,0,60대이상,1400683.0,수지구,신봉동,1,0,53,79.0
1227452608,1,0,0,0,0,40대,135254.0,수지구,신봉동,0,1,11,40.0
1227692032,1,0,0,0,0,40대,3255.0,수지구,풍덕천동,0,1,1,42.0
1227734720,1,0,0,0,0,60대이상,252415.0,수지구,풍덕천동,1,0,20,76.0
1227756992,1,0,0,0,0,40대,138746.0,수지구,풍덕천동,0,1,7,44.0
1227771840,1,0,0,0,0,30대,17326.0,분당구,야탑동,0,1,1,35.0
1227831232,1,0,0,0,0,40대,21251.0,수원 영통구,기타,0,1,1,47.0
1227901760,1,0,1,0,0,40대,521754.0,수지구,성복동,0,1,28,41.0
1227912896,1,0,0,1,0,40대,22016.0,수지구,풍덕천동,0,1,1,43.0
1227944448,1,0,0,0,0,40대,191917.0,수지구,풍덕천동,0,1,15,48.0
1228213568,1,0,0,0,0,50대,7083.0,수지구,풍덕천동,0,1,1,57.0
1228226560,1,0,0,0,0,30대,97826.0,수지구,상현동,0,1,4,39.0
1228245120,1,0,0,0,0,40대,24026.0,수지구,풍덕천동,0,1,3,47.0
1228701696,1,0,0,0,0,40대,238140.0,수지구,풍덕천동,0,1,11,44.0
1228894720,1,0,0,0,0,30대,178132.0,수지구,풍덕천동,0,1,16,37.0
1228898432,1,1,0,0,0,40대,49392.0,수지구,풍덕천동,0,1,2,41.0
1228996800,1,0,0,0,0,30대,20102.0,분당구,판교동,0,1,1,39.0
1229189824,1,0,0,0,0,30대,4595.0,수지구,동천동,0,1,1,35.0
1229260352,1,0,0,0,0,30대,95718.0,수지구,동천동,0,1,12,35.0
1229312320,1,0,0,0,0,30대,2872.0,수원 영통구,기타,0,1,1,36.0
1229377280,1,0,0,0,0,60대이상,104026.0,기흥구,보정동,1,0,6,64.0
1229418112,1,0,0,0,0,60대이상,4786.0,분당구,금곡동,1,0,1,63.0
1229600000,1,0,0,0,0,30대,4978.0,기타,기타,0,1,1,38.0
1229896960,1,0,0,0,0,50대,122044.0,수지구,풍덕천동,0,1,10,51.0
1229965632,1,0,0,0,0,40대,392167.0,수지구,상현동,0,1,25,41.0
1229984192,1,0,0,0,0,30대,73607.0,수지구,풍덕천동,0,1,9,36.0
1230032448,1,0,0,0,0,50대,30630.0,수지구,상현동,0,1,1,55.0
1230407360,1,0,0,0,0,40대,14741.0,수원 영통구,기타,0,1,2,42.0
1230544704,1,0,0,0,0,30대,125106.0,서울 송파구,기타,0,1,8,39.0
123069504,1,0,0,0,0,60대이상,268471.0,수지구,성복동,1,0,13,70.0
1230917760,1,1,0,0,0,40대,10146.0,기타,기타,0,1,1,43.0
1231300096,1,1,0,0,0,30대,1914.0,기타,기타,0,1,1,32.0
1231426304,1,0,0,0,0,30대,32353.0,기타,기타,0,1,2,37.0
1231847616,1,0,0,0,0,30대,22781.0,수지구,상현동,0,1,2,37.0
1231944128,1,0,0,0,0,40대,58773.0,기타,기타,0,1,1,43.0
1231945984,1,0,0,0,0,60대이상,71499.0,수지구,성복동,1,0,5,74.0
1231958976,1,0,0,0,0,60대이상,143677.0,기타,기타,1,0,8,63.0
1232135296,1,0,0,0,0,30대,34268.0,기흥구,공세동,0,1,1,38.0
1232181696,1,0,0,0,0,40대,69017.0,수지구,풍덕천동,0,1,4,43.0
1232196544,1,0,0,0,0,30대,102038.0,기흥구,상갈동,0,1,4,36.0
1232267072,1,0,0,0,0,60대이상,69780.0,수지구,풍덕천동,1,0,10,60.0
1232408128,1,0,0,0,0,50대,226593.0,수원 영통구,기타,0,1,17,57.0
1232480512,1,0,0,0,0,40대,33980.0,수지구,성복동,0,1,5,45.0
1232775616,1,0,0,0,0,30대,210162.0,수지구,풍덕천동,0,1,19,35.0
1232888832,1,0,0,0,0,30대,41543.0,화성,기타,0,1,1,36.0
1233159808,1,0,0,0,0,40대,110942.0,수지구,상현동,0,1,15,48.0
1233336128,1,0,0,0,0,60대이상,236335.0,수지구,동천동,1,0,12,64.0
1233432640,1,0,0,1,0,40대,7274.0,수지구,풍덕천동,0,1,1,46.0
1233506880,1,0,0,0,0,60대이상,7658.0,수지구,풍덕천동,1,0,1,63.0
1233746304,1,0,0,0,0,30대,221594.0,수지구,동천동,0,1,13,35.0
1233957888,1,0,0,0,0,50대,298247.0,수지구,풍덕천동,0,1,23,51.0
1234024704,1,0,0,0,0,40대,45371.0,수지구,동천동,0,1,2,43.0
1234030272,1,0,0,0,0,20대이하,10912.0,분당구,분당동,0,0,2,28.0
1234074816,1,0,0,0,0,40대,20006.0,서울 송파구,기타,0,1,2,43.0
1234115648,1,0,0,0,0,40대,84537.0,수지구,풍덕천동,0,1,9,46.0
1234355072,1,0,0,0,0,30대,113430.0,수지구,풍덕천동,0,1,10,32.0
1234473856,1,0,0,0,0,30대,67004.0,수지구,풍덕천동,0,1,12,38.0
1234598208,1,0,0,0,0,60대이상,7658.0,수지구,풍덕천동,1,0,1,62.0
1234793088,1,0,0,0,0,30대,44127.0,기타,기타,0,1,5,37.0
1234948992,1,0,0,0,0,40대,249637.0,수지구,풍덕천동,0,1,20,46.0
1234965696,1,0,0,1,0,40대,1499845.0,수지구,풍덕천동,0,1,65,46.0
1235080768,1,0,0,0,0,50대,13592.0,수지구,풍덕천동,0,1,1,52.0
1235132736,1,0,0,0,0,30대,50923.0,수지구,신봉동,0,1,2,37.0
1235179136,1,0,0,0,0,40대,240930.0,수지구,성복동,0,1,6,44.0
1235325760,1,0,0,0,0,60대이상,3771202.0,수지구,풍덕천동,1,0,56,69.0
1235409280,1,0,0,0,0,30대,239014.0,수지구,동천동,0,1,12,31.0
1235513216,1,0,0,0,0,50대,15315.0,수지구,풍덕천동,0,1,1,51.0
1235815744,1,0,0,0,0,40대,229348.0,수지구,신봉동,0,1,12,49.0
1235964224,1,0,0,0,0,50대,34556.0,수지구,죽전동,0,1,2,59.0
1235992064,1,0,0,0,0,30대,374651.0,수지구,풍덕천동,0,1,32,35.0
1236019904,1,0,0,0,0,30대,13210.0,기타,기타,0,1,2,36.0
1236237056,1,0,0,0,0,60대이상,2538436.0,수지구,풍덕천동,1,0,79,60.0
1236339136,1,0,0,0,0,30대,84809.0,수지구,상현동,0,1,5,34.0
1236346560,1,0,0,0,0,30대,43075.0,수정구,복정동,0,1,4,34.0
123643008,1,0,0,0,0,50대,112375.0,기타,기타,0,1,3,56.0
1236797568,1,0,1,0,0,30대,886272.0,수지구,풍덕천동,0,1,23,36.0
1237029568,1,0,1,0,0,50대,826894.0,수지구,동천동,0,1,20,56.0
1237055552,1,0,1,0,0,30대,575186.0,수지구,풍덕천동,0,1,26,36.0
1237189184,1,0,0,0,0,40대,10816.0,수지구,풍덕천동,0,1,1,45.0
1237250432,1,0,0,0,0,40대,14358.0,수지구,죽전동,0,1,1,42.0
1237413760,1,0,0,0,0,30대,17804.0,서울 송파구,기타,0,1,5,34.0
1237874048,1,0,0,0,0,50대,175706.0,수지구,상현동,0,1,4,50.0
1237990976,1,0,0,0,0,50대,26227.0,수지구,죽전동,0,1,1,56.0
1238081920,1,0,0,0,0,60대이상,148751.0,기타,기타,1,0,13,70.0
1238341760,1,0,0,0,0,40대,507031.0,수지구,신봉동,0,1,27,43.0
1238440128,1,0,0,1,0,40대,278728.0,수지구,풍덕천동,0,1,32,40.0
1238469824,1,0,0,0,0,60대이상,56379.0,기타,기타,1,0,2,72.0
1238555200,1,0,0,0,1,60대이상,834039.0,분당구,정자동,1,0,67,65.0
1238635008,1,0,1,0,0,40대,1089394.0,수지구,동천동,0,1,34,40.0
1238753792,1,0,0,0,0,60대이상,94132.0,수지구,풍덕천동,1,0,2,71.0
1238898560,1,0,0,0,0,30대,21824.0,기타,기타,0,1,1,39.0
1239110144,1,0,0,0,0,40대,30248.0,분당구,중동,0,1,1,40.0
1239167680,1,0,0,0,0,30대,63463.0,수지구,신봉동,0,1,2,38.0
1239260480,1,0,0,0,0,30대,80870.0,기흥구,마북동,0,1,4,35.0
1239420096,1,0,0,0,0,30대,8806.0,광주,오포읍,0,1,1,34.0
1239449792,1,0,0,0,0,50대,1636072.0,수지구,동천동,0,1,54,55.0
1239464640,1,0,0,1,0,40대,69014.0,수지구,상현동,0,1,4,43.0
1239568576,1,0,0,0,0,30대,202065.0,수지구,신봉동,0,1,10,38.0
123958528,1,0,0,1,0,50대,38288.0,수지구,상현동,0,1,2,55.0
123965952,1,0,0,0,0,60대이상,253248.0,수지구,풍덕천동,1,0,23,87.0
1240227456,1,0,0,1,0,40대,1175740.0,수지구,풍덕천동,0,1,69,44.0
1240240448,1,0,0,0,0,60대이상,229538.0,수지구,신봉동,1,0,19,60.0
1240427904,1,0,0,0,0,40대,26611.0,수지구,신봉동,0,1,2,48.0
1240529984,1,0,0,0,0,30대,38575.0,수지구,풍덕천동,0,1,5,35.0
1241032960,1,0,0,0,0,30대,184404.0,수지구,풍덕천동,0,1,8,38.0
1241402304,1,0,0,0,0,60대이상,231739.0,수지구,신봉동,1,0,8,66.0
1241467264,1,0,0,0,0,30대,40394.0,수지구,동천동,0,1,3,37.0
1241509952,1,0,1,0,0,60대이상,601413.0,수지구,상현동,1,0,22,66.0
1241645440,1,0,0,0,0,40대,98401.0,수지구,풍덕천동,0,1,13,49.0
1241708544,1,0,0,1,1,40대,1456935.0,수지구,풍덕천동,0,1,91,48.0
1241741952,1,0,0,0,0,40대,4020.0,수지구,상현동,0,1,1,42.0
1241814336,1,0,0,0,0,50대,1161392.0,수지구,상현동,0,1,42,59.0
1241886720,1,0,0,0,0,60대이상,243897.0,기타,기타,1,0,11,65.0
1242189248,1,0,0,0,0,60대이상,6892.0,수지구,풍덕천동,1,0,1,70.0
1242248640,1,0,0,0,0,30대,50349.0,수지구,신봉동,0,1,1,38.0
124236928,1,0,0,0,0,50대,25845.0,수원 영통구,기타,0,1,2,55.0
1242424960,1,0,0,0,0,30대,5169.0,기흥구,서천동,0,1,1,35.0
1242723776,1,0,0,0,0,40대,229729.0,기흥구,언남동,0,1,11,49.0
1242796160,1,0,0,0,0,60대이상,8328.0,수지구,상현동,1,0,2,71.0
1242857408,1,0,0,0,0,30대,58964.0,수지구,풍덕천동,0,1,3,32.0
1242939072,1,0,1,0,0,40대,784811.0,수지구,풍덕천동,0,1,24,40.0
1243046720,1,0,1,0,0,30대,479560.0,기흥구,마북동,0,1,14,37.0
1243779840,1,0,0,0,0,50대,25270.0,수지구,풍덕천동,0,1,1,55.0
1243805824,1,1,0,0,0,30대,30440.0,수지구,풍덕천동,0,1,4,37.0
124387264,1,0,0,0,0,60대이상,113525.0,수지구,신봉동,1,0,8,60.0
124390976,1,0,0,0,0,40대,143200.0,수지구,풍덕천동,0,1,12,46.0
1244054528,1,0,0,0,0,60대이상,211928.0,수지구,동천동,1,0,15,78.0
1244069376,1,0,0,0,0,30대,2297.0,분당구,정자동,0,1,1,38.0
1244162176,1,0,0,0,0,30대,30210.0,수지구,죽전동,0,1,2,37.0
1244227136,1,0,0,0,0,30대,4403.0,수지구,신봉동,0,1,1,37.0
124431808,1,0,0,0,0,50대,861084.0,수지구,풍덕천동,0,1,42,59.0
1244709696,1,0,0,0,0,40대,14453.0,수지구,신봉동,0,1,2,45.0
1244711552,1,0,0,0,0,60대이상,15029.0,수지구,신봉동,1,0,2,70.0
1245006656,1,0,0,0,0,30대,82760.0,수지구,풍덕천동,0,1,6,38.0
1245067904,1,0,0,0,0,40대,68632.0,서울 송파구,기타,0,1,1,42.0
124515328,1,0,0,0,0,50대,78778.0,수지구,상현동,0,1,5,50.0
124522752,1,0,0,0,0,60대이상,61069.0,수지구,동천동,1,0,3,61.0
1245411264,1,0,0,1,0,30대,685684.0,수지구,풍덕천동,0,1,51,35.0
1245420544,1,0,0,0,0,60대이상,49392.0,수지구,풍덕천동,1,0,3,67.0
1245489216,1,0,0,1,0,50대,959538.0,수지구,풍덕천동,0,1,48,50.0
1245602432,1,0,0,0,0,30대,71216.0,기타,기타,0,1,10,39.0
1245626560,1,0,0,0,0,30대,165214.0,수지구,풍덕천동,0,1,14,36.0
1245823296,1,0,0,0,0,60대이상,48626.0,기흥구,언남동,1,0,1,63.0
1246122112,1,0,0,0,0,40대,97732.0,분당구,중동,0,1,4,41.0
124615552,1,0,0,0,0,60대이상,96391.0,수지구,신봉동,1,0,6,70.0
1246159232,1,0,1,0,0,20대이하,585793.0,수지구,성복동,0,0,23,28.0
124632256,1,0,0,1,0,40대,893648.0,수지구,동천동,0,1,44,49.0
1246355968,1,0,0,0,0,40대,37522.0,기흥구,보정동,0,1,2,48.0
1246578688,1,0,0,0,0,40대,15890.0,기흥구,공세동,0,1,1,47.0
1246953600,1,0,0,0,0,50대,37714.0,기타,기타,0,1,3,51.0
1247063104,1,0,0,0,0,30대,212882.0,수지구,풍덕천동,0,1,24,39.0
1247142912,1,0,0,0,0,60대이상,235665.0,수지구,신봉동,1,0,13,64.0
1247642176,1,0,0,0,0,50대,60494.0,기타,기타,0,1,5,52.0
1247731264,1,0,0,0,0,30대,193065.0,화성,기타,0,1,21,35.0
1247749824,1,0,0,0,0,30대,4977.0,기타,기타,0,1,1,34.0
1247766528,1,0,0,1,0,30대,92371.0,기타,기타,0,1,7,33.0
1247781376,1,0,0,0,0,30대,12635.0,수지구,상현동,0,1,1,36.0
1247946560,1,0,0,1,0,30대,67579.0,광주,산성동,0,1,2,33.0
1247948416,1,0,0,0,0,40대,6892.0,수지구,상현동,0,1,1,43.0
1248041216,1,0,0,0,0,30대,367183.0,수지구,상현동,0,1,21,39.0
1248250944,1,0,0,0,0,60대이상,179287.0,수지구,신봉동,1,0,8,60.0
1248395712,1,0,0,0,0,60대이상,141858.0,수원 영통구,기타,1,0,6,63.0
1248505216,1,0,0,0,0,30대,5935.0,광주,오포읍,0,1,1,31.0
1248657408,1,0,0,0,0,30대,10146.0,수지구,신봉동,0,1,1,37.0
1248783616,1,0,0,0,0,50대,95816.0,수지구,신봉동,0,1,5,52.0
1248887552,1,0,0,0,0,30대,311380.0,수지구,풍덕천동,0,1,14,39.0
1248963648,1,0,0,0,0,40대,40203.0,수지구,신봉동,0,1,5,43.0
124908800,1,0,0,1,0,50대,2757911.0,수지구,상현동,0,1,73,52.0
1249188224,1,0,0,0,0,50대,5743.0,기흥구,청덕동,0,1,1,58.0
1249190080,1,0,0,0,0,30대,80980.0,기흥구,신갈동,0,1,2,38.0
1249264320,1,0,1,0,0,30대,477702.0,분당구,정자동,0,1,23,38.0
1249310720,1,0,0,0,0,30대,493818.0,수지구,풍덕천동,0,1,33,35.0
1249423936,1,0,0,0,0,40대,446208.0,수지구,풍덕천동,0,1,8,47.0
1249795136,1,0,0,0,0,40대,49965.0,수지구,풍덕천동,0,1,5,44.0
1249860096,1,0,0,0,0,60대이상,25079.0,서울 강남구,기타,1,0,2,68.0
124996032,1,0,0,0,0,60대이상,133539.0,수지구,동천동,1,0,12,72.0
1250095808,1,0,0,1,0,40대,470946.0,수지구,풍덕천동,0,1,1,49.0
125025728,1,0,0,0,0,40대,399176.0,수지구,풍덕천동,0,1,21,48.0
1250424320,1,0,0,0,0,50대,6126.0,기흥구,영덕동,0,1,1,51.0
1250457728,1,0,0,0,0,40대,49583.0,수지구,풍덕천동,0,1,2,41.0
1250520832,1,0,0,1,0,60대이상,2489.0,수지구,신봉동,1,0,1,63.0
1250550528,1,0,0,1,1,40대,1585131.0,수지구,신봉동,0,1,81,43.0
1250678592,1,0,1,0,0,40대,444015.0,수지구,풍덕천동,0,1,23,45.0
1250821504,1,0,0,1,0,40대,2217137.0,수지구,상현동,0,1,62,47.0
1250899456,0,0,0,0,0,60대이상,42500.0,분당구,수내동,1,0,3,61.0
1251055360,0,0,0,0,0,40대,236143.0,수지구,신봉동,0,1,10,47.0
1251205696,1,0,0,0,0,60대이상,603991.0,수지구,풍덕천동,1,0,30,74.0
125159360,1,0,0,0,0,50대,200096.0,수지구,신봉동,0,1,11,50.0
1251693824,1,0,0,0,0,40대,242747.0,수지구,풍덕천동,0,1,16,44.0
1251756928,1,0,0,0,0,40대,22589.0,수지구,상현동,0,1,1,42.0
1251872000,1,0,0,0,0,50대,121336.0,수지구,신봉동,0,1,5,51.0
1251881280,1,0,0,0,0,50대,59155.0,기타,기타,0,1,1,56.0
1251979648,1,0,0,0,0,40대,25462.0,수지구,풍덕천동,0,1,2,47.0
125263296,1,0,0,0,0,50대,13784.0,수지구,풍덕천동,0,1,2,56.0
125281856,1,0,0,0,0,50대,12826.0,수지구,상현동,0,1,1,53.0
125287424,1,0,0,1,1,40대,3586071.0,수지구,상현동,0,1,145,49.0
1253111808,1,0,0,0,0,40대,181485.0,수지구,풍덕천동,0,1,18,45.0
1253364224,1,0,0,0,0,50대,10912.0,수지구,상현동,0,1,1,51.0
1253423616,1,0,0,0,0,40대,34268.0,수지구,성복동,0,1,1,43.0
125354240,1,0,0,0,0,60대이상,14741.0,기타,기타,1,0,1,71.0
1253609216,1,0,0,0,0,30대,49201.0,수지구,풍덕천동,0,1,2,37.0
125363520,1,0,0,0,0,60대이상,201395.0,수지구,상현동,1,0,6,79.0
1253854208,1,0,0,0,0,60대이상,15124.0,수정구,위례(창곡)동,1,0,1,64.0
1254049088,1,0,0,0,0,30대,124533.0,기타,기타,0,1,6,34.0
1254282944,1,0,0,0,0,40대,46043.0,기흥구,중동,0,1,8,45.0
1254702400,1,0,0,0,0,30대,28525.0,수지구,신봉동,0,1,1,35.0
1255277760,1,0,0,1,0,50대,35799.0,수지구,신봉동,0,1,7,58.0
1255455936,1,0,0,0,0,30대,75812.0,수지구,상현동,0,1,8,37.0
1255470784,1,0,0,0,0,50대,19336.0,수원 영통구,기타,0,1,1,57.0
1255474496,1,0,0,0,0,40대,182732.0,수지구,동천동,0,1,8,43.0
1255745472,1,0,0,0,0,50대,85287.0,수지구,풍덕천동,0,1,5,56.0
1255801152,1,0,1,0,0,40대,432947.0,수지구,성복동,0,1,13,44.0
125617792,1,0,0,0,0,40대,55901.0,수지구,동천동,0,1,1,46.0
1256662336,1,1,0,0,0,40대,25844.0,분당구,정자동,0,1,2,48.0
1256808960,1,0,0,0,0,40대,382091.0,수지구,상현동,0,1,8,45.0
1256981568,1,0,0,0,0,60대이상,258908.0,수지구,풍덕천동,1,0,14,62.0
1256983424,1,0,0,0,0,40대,9189.0,수지구,상현동,0,1,1,42.0
125708736,1,0,0,0,0,50대,10146.0,수지구,죽전동,0,1,1,52.0
1257315648,1,0,0,0,0,30대,76768.0,수지구,상현동,0,1,2,39.0
125732864,1,0,1,0,0,40대,470944.0,수지구,풍덕천동,0,1,20,47.0
1257427008,1,0,0,0,0,30대,180529.0,기타,기타,0,1,4,39.0
1257486400,1,0,0,0,0,40대,32545.0,수지구,풍덕천동,0,1,1,43.0
1257527232,1,0,0,0,0,30대,27280.0,수지구,풍덕천동,0,1,4,36.0
1257723968,1,0,0,0,0,50대,384831.0,수지구,풍덕천동,0,1,19,50.0
1257813056,1,0,0,0,0,30대,87872.0,수지구,상현동,0,1,9,39.0
1257948544,1,0,0,0,0,60대이상,175552.0,수지구,풍덕천동,1,0,10,71.0
1258288192,1,0,0,0,0,40대,25806.0,수지구,동천동,0,1,2,42.0
1258507200,1,0,0,0,0,40대,575283.0,수지구,신봉동,0,1,30,46.0
1258512768,1,0,0,0,0,40대,208192.0,수지구,풍덕천동,0,1,11,45.0
1258523904,1,0,0,0,0,40대,120895.0,수지구,풍덕천동,0,1,7,43.0
1258583296,1,0,0,1,0,50대,9572.0,수원 영통구,기타,0,1,1,56.0
1258676096,1,0,0,1,0,30대,107687.0,수지구,풍덕천동,0,1,5,37.0
1258828288,1,0,0,0,0,30대,4977.0,수원 권선구,기타,0,1,1,32.0
1259004608,1,0,0,0,0,30대,40393.0,수지구,상현동,0,1,2,36.0
1259008320,1,0,0,0,0,30대,207714.0,수지구,풍덕천동,0,1,16,35.0
1259325696,1,1,0,0,0,30대,154015.0,수지구,성복동,0,1,7,39.0
1259470464,1,0,0,0,0,30대,116973.0,수지구,동천동,0,1,9,37.0
1259526144,1,0,0,0,0,50대,1107793.0,수지구,풍덕천동,0,1,43,50.0
1259576256,1,0,0,0,0,30대,12635.0,기타,기타,0,1,1,32.0
1259672768,1,0,0,0,0,50대,212869.0,수지구,풍덕천동,0,1,21,52.0
1259849088,1,0,0,1,0,30대,92179.0,수지구,풍덕천동,0,1,8,36.0
1259964160,1,0,1,0,0,50대,434669.0,수지구,풍덕천동,0,1,32,54.0
126000128,1,0,0,0,0,60대이상,77533.0,수지구,신봉동,1,0,5,60.0
1260010560,1,0,0,0,0,30대,14741.0,수지구,상현동,0,1,1,39.0
1260166464,1,0,0,0,0,60대이상,467116.0,기타,기타,1,0,32,61.0
1260444864,1,0,0,0,0,60대이상,66431.0,서울 강남구,기타,1,0,3,63.0
1260559936,1,0,1,0,0,60대이상,500408.0,기타,기타,1,0,26,74.0
1261202112,1,0,0,0,0,30대,28334.0,수지구,기타,0,1,1,31.0
1261211392,1,0,0,0,0,30대,68824.0,수지구,성복동,0,1,5,34.0
1261322752,1,0,0,0,0,40대,100794.0,수지구,상현동,0,1,5,44.0
1261487936,1,1,0,0,0,30대,27567.0,기타,기타,0,1,2,39.0
1261541760,1,0,0,1,0,50대,1058353.0,수지구,풍덕천동,0,1,53,58.0
1261619712,1,0,0,1,0,60대이상,24122.0,수지구,풍덕천동,1,0,4,74.0
1261666112,1,0,1,0,0,30대,425285.0,수지구,동천동,0,1,21,33.0
1262167232,1,0,0,0,0,40대,245714.0,수지구,신봉동,0,1,20,48.0
1262185792,1,0,0,0,0,40대,82322.0,수지구,상현동,0,1,10,41.0
1262235904,1,0,0,0,0,30대,63558.0,수지구,죽전동,0,1,2,39.0
1262375104,1,0,0,0,0,60대이상,6509.0,수지구,신봉동,1,0,1,60.0
1262518016,1,0,0,0,0,30대,171970.0,수지구,풍덕천동,0,1,13,35.0
1262519872,1,0,0,0,0,60대이상,86722.0,수지구,동천동,1,0,7,63.0
126252544,1,0,0,0,0,60대이상,76195.0,수지구,상현동,1,0,6,75.0
1262666496,1,0,0,0,0,50대,24696.0,기타,기타,0,1,1,53.0
1262965312,1,0,0,0,0,30대,163493.0,수지구,풍덕천동,0,1,13,34.0
1263076672,1,0,0,0,0,30대,118885.0,수지구,풍덕천동,0,1,5,37.0
1263143488,1,0,0,0,0,30대,21634.0,수지구,풍덕천동,0,1,3,39.0
1263160192,1,0,0,0,0,60대이상,70739.0,화성,기타,1,0,4,62.0
1263262272,1,0,0,0,0,30대,26802.0,기타,기타,0,1,1,39.0
1263477568,1,1,0,0,0,40대,299722.0,수지구,풍덕천동,0,1,21,43.0
1263483136,1,0,0,0,0,50대,21633.0,수지구,신봉동,0,1,3,51.0
1263691008,1,0,0,0,0,30대,18187.0,기타,기타,0,1,1,37.0
1263824640,1,0,0,0,0,40대,67005.0,수원 영통구,기타,0,1,1,44.0
1263921152,1,0,0,0,0,50대,6509.0,수지구,풍덕천동,0,1,1,59.0
1263948992,1,0,0,0,0,40대,23452.0,수지구,동천동,0,1,1,49.0
1263969408,1,0,0,0,0,30대,52551.0,수지구,성복동,0,1,2,34.0
1264054784,1,0,0,0,0,60대이상,22590.0,수지구,신봉동,1,0,4,82.0
1264227392,1,0,0,0,0,30대,217667.0,수지구,상현동,0,1,12,38.0
1264244096,1,0,1,0,0,40대,510869.0,수지구,풍덕천동,0,1,21,48.0
126458560,1,0,0,0,0,50대,4595.0,기흥구,마북동,0,1,1,50.0
1264977216,1,0,0,0,0,60대이상,141474.0,수지구,신봉동,1,0,7,67.0
1265094144,1,0,0,0,0,40대,140862.0,수지구,신봉동,0,1,15,46.0
1265142400,1,0,0,0,0,40대,39628.0,수지구,풍덕천동,0,1,3,42.0
1265168384,1,0,0,0,0,60대이상,91414.0,기흥구,청덕동,1,0,5,66.0
1265255616,1,0,0,0,0,30대,14550.0,수지구,동천동,0,1,2,32.0
