회원번호,간식,건강,과실,기타,반찬,생활용품,서류,수산,양념/가루,음료,잡곡,주곡,주류,채소,축산물,sum_val
689780544,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
689821376,0.05263157894736842,0.0,0.0,0.0,0.21052631578947367,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.3684210526315789,0.2631578947368421,1.0
689923456,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,1.0
689979136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
690040384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
690109056,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
690417152,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,1.0
690526656,0.14285714285714285,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.19047619047619047,1.0
690606464,0.09090909090909091,0.0,0.0,0.0,0.22727272727272727,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0,0.36363636363636365,0.09090909090909091,1.0
690715968,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.4666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.2,1.0
690907136,0.0,0.0,0.0,0.0,0.08333333333333333,0.5833333333333334,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,1.0
691126144,0.25,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.25,0.0,1.0
691612416,0.06153846153846154,0.0,0.015384615384615385,0.0,0.06153846153846154,0.03076923076923077,0.010256410256410256,0.10256410256410256,0.0,0.03076923076923077,0.020512820512820513,0.0,0.0,0.441025641025641,0.22564102564102564,1.0
691866688,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
692165504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
692339968,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,1.0
692354816,0.0625,0.0,0.0,0.0,0.125,0.0625,0.0,0.125,0.0,0.1875,0.0,0.0,0.0,0.3125,0.125,1.0
692451328,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
692566400,0.17391304347826086,0.021739130434782608,0.06521739130434782,0.0,0.06521739130434782,0.13043478260869565,0.0,0.021739130434782608,0.08695652173913043,0.17391304347826086,0.0,0.0,0.0,0.1956521739130435,0.06521739130434782,1.0
692583104,0.4666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.4,0.0,1.0
692612800,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,1.0
692625792,0.0,0.0,0.0,0.0,0.5675675675675675,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,0.1891891891891892,1.0
692672192,0.0673076923076923,0.0,0.038461538461538464,0.0,0.18269230769230768,0.0,0.0,0.1346153846153846,0.019230769230769232,0.04807692307692308,0.009615384615384616,0.019230769230769232,0.0,0.33653846153846156,0.14423076923076922,1.0
692720448,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.25,1.0
692739008,0.13230769230769232,0.003076923076923077,0.012307692307692308,0.0,0.07692307692307693,0.09846153846153846,0.003076923076923077,0.052307692307692305,0.052307692307692305,0.046153846153846156,0.018461538461538463,0.003076923076923077,0.0,0.2923076923076923,0.20923076923076922,1.0
692883776,0.19090909090909092,0.06363636363636363,0.00909090909090909,0.0,0.16363636363636364,0.10909090909090909,0.0,0.01818181818181818,0.11818181818181818,0.02727272727272727,0.045454545454545456,0.05454545454545454,0.0,0.12727272727272726,0.07272727272727272,1.0
692948736,0.07142857142857142,0.0,0.02857142857142857,0.0,0.15714285714285714,0.014285714285714285,0.0,0.05714285714285714,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.0,0.4142857142857143,0.14285714285714285,1.0
693121344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693145472,0.2962962962962963,0.0,0.018518518518518517,0.0,0.037037037037037035,0.018518518518518517,0.0,0.018518518518518517,0.14814814814814814,0.037037037037037035,0.018518518518518517,0.0,0.0,0.2222222222222222,0.18518518518518517,1.0
693481408,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0
693692992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693800640,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693880448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693919424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
694090176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
694201536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
694216384,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.0
694554176,0.17894736842105263,0.0,0.0,0.0,0.25263157894736843,0.0,0.0,0.042105263157894736,0.14736842105263157,0.021052631578947368,0.0,0.0,0.0,0.18947368421052632,0.16842105263157894,1.0
694968064,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
694982912,0.25,0.0,0.0,0.0,0.5681818181818182,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.06818181818181818,1.0
695036736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
695053440,0.12422360248447206,0.0,0.020703933747412008,0.0,0.0,0.6211180124223603,0.0,0.020703933747412008,0.0,0.006211180124223603,0.0,0.0,0.0,0.06211180124223603,0.14492753623188406,1.0
695148096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
695428352,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.4444444444444444,1.0
695433920,0.1794871794871795,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.10256410256410256,0.0,0.02564102564102564,0.0,0.0,0.0,0.10256410256410256,0.5128205128205128,1.0
695511872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
695576832,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
695825536,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0
696009280,0.2777777777777778,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,1.0
696439872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25,1.0
696582784,0.0,0.0,0.0,0.0,0.24242424242424243,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0.21212121212121213,1.0
696851904,0.1864406779661017,0.0,0.0,0.0,0.22033898305084745,0.0,0.05084745762711865,0.01694915254237288,0.06779661016949153,0.0,0.0,0.0,0.0,0.3220338983050847,0.13559322033898305,1.0
696881600,0.1091703056768559,0.02183406113537118,0.005458515283842795,0.01091703056768559,0.1037117903930131,0.09279475982532752,0.027292576419213975,0.060043668122270744,0.04366812227074236,0.04475982532751092,0.016375545851528384,0.016375545851528384,0.0,0.3002183406113537,0.14737991266375547,1.0
696883456,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,1.0
697165568,0.18497519489723602,0.01417434443656981,0.007087172218284905,0.0,0.05669737774627924,0.042523033309709427,0.02834868887313962,0.08504606661941885,0.03543586109142452,0.04961020552799433,0.007087172218284905,0.021261516654854713,0.0,0.21970233876683204,0.24805102763997167,1.0
697514496,0.0,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.35714285714285715,1.0
697601728,0.48192771084337355,0.1566265060240964,0.0,0.0,0.12048192771084339,0.040160642570281124,0.0,0.0,0.040160642570281124,0.040160642570281124,0.0,0.0,0.0,0.040160642570281124,0.08032128514056225,1.0
697720512,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,1.0
697726080,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0
