,회원번호,조합원상태,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,구매금액,구,동,연령60이상,방문횟수,연령대_4560대,1회당평균구매물품수
0,1000012800,1,0,58.0,0,0,0,50대,7658.0,수지구,풍덕천동,0,1,1,2.0
1,1000103744,1,0,34.0,0,0,0,30대,36948.0,처인구,고림동,0,1,0,7.0
2,1000122304,1,0,38.0,0,0,0,30대,142831.0,광주,기타,0,15,0,1.6
3,1000163136,1,0,73.0,0,0,0,70대이상,138892.0,수지구,동천동,1,4,0,3.25
4,1000281920,1,0,42.0,1,0,0,40대,632554.0,수지구,풍덕천동,0,28,1,1.6071428571428572
5,1000330176,1,0,64.0,0,0,0,60대,317217.0,수지구,신봉동,1,20,1,1.35
6,1000491648,1,0,37.0,0,0,0,30대,663152.0,수지구,동천동,0,32,0,1.94375
7,1000508352,1,0,35.0,0,0,0,30대,7083.0,기흥구,상하동,0,1,0,1.0
8,1000565888,1,0,52.0,0,0,0,50대,49296.0,수지구,상현동,0,5,1,1.8
9,1000577024,1,0,47.0,0,0,0,40대,218435.0,기타,기타,0,3,1,6.333333333333333
10,1000796032,1,0,40.0,0,0,0,40대,117067.0,수지구,동천동,0,6,1,2.0
11,1000807168,1,0,39.0,0,0,0,30대,305634.0,수지구,동천동,0,33,0,1.9393939393939394
12,1001042880,1,0,42.0,0,0,0,40대,10721.0,수지구,신봉동,0,3,1,1.0
13,1001111552,1,0,47.0,0,0,0,40대,831282.0,수지구,풍덕천동,0,34,1,2.179411764705882
14,100134912,1,0,49.0,0,0,0,40대,21709.0,수지구,성복동,0,3,1,0.7666666666666666
15,1001440064,1,0,50.0,0,0,0,50대,298551.0,수지구,동천동,0,25,1,1.6
16,1001592256,1,0,40.0,0,0,0,40대,38288.0,수지구,성복동,0,1,1,1.0
17,1001595968,1,0,50.0,0,0,0,50대,56475.0,수지구,동천동,0,4,1,2.25
18,1001677632,1,0,78.0,0,0,0,70대이상,2967.0,수지구,동천동,1,1,0,1.0
19,1001707328,1,0,42.0,0,0,0,40대,13209.0,수지구,동천동,0,2,1,1.0
20,1001712896,1,0,49.0,0,0,0,40대,37523.0,수지구,신봉동,0,3,1,1.3333333333333333
21,1001714752,1,0,52.0,0,0,0,50대,110844.0,수지구,동천동,0,3,1,2.3333333333333335
22,1001744448,1,0,46.0,0,0,0,40대,36565.0,수지구,풍덕천동,0,2,1,1.0
23,1001750016,1,0,44.0,0,0,0,40대,3637.0,분당구,백현동,0,1,1,1.0
24,1001776000,1,1,57.0,0,0,0,50대,187413.0,기타,기타,0,6,1,2.8333333333333335
25,1001982016,1,0,52.0,0,0,0,50대,22016.0,수지구,상현동,0,2,1,2.0
26,1002102656,1,0,59.0,1,0,0,50대,494971.0,수지구,동천동,0,27,1,2.1666666666666665
27,1002106368,1,0,40.0,0,0,0,40대,363546.0,분당구,판교동,0,15,1,2.0
28,1002115648,1,0,61.0,0,0,0,60대,35416.0,수지구,풍덕천동,1,3,1,1.6666666666666667
29,1002182464,1,0,37.0,0,0,0,30대,26993.0,수지구,풍덕천동,0,4,0,1.0
30,100224000,1,0,63.0,0,0,0,60대,934712.0,수지구,상현동,1,43,1,2.558139534883721
31,100225856,1,0,48.0,0,0,0,40대,27185.0,수지구,풍덕천동,0,1,1,3.0
32,1003019520,1,0,72.0,0,0,0,70대이상,80022.0,기타,기타,1,5,0,1.8
33,1003088192,1,0,66.0,0,0,0,60대,13209.0,기타,기타,1,1,1,4.0
34,1004585984,1,0,61.0,0,0,0,60대,193547.0,수지구,신봉동,1,9,1,1.1111111111111112
35,1004617536,1,0,41.0,0,1,0,40대,27951.0,수지구,죽전동,0,1,1,2.0
36,1004699200,1,0,40.0,0,0,0,40대,23930.0,수지구,풍덕천동,0,2,1,2.0
37,1004825408,1,0,40.0,0,0,0,40대,1209341.0,수지구,상현동,0,39,1,2.9743589743589745
38,1004836544,1,0,40.0,0,0,0,40대,317985.0,수지구,동천동,0,17,1,1.7176470588235293
39,1005029568,1,0,55.0,0,0,0,50대,150951.0,수지구,성복동,0,7,1,3.5714285714285716
40,1005059264,1,0,39.0,0,0,0,30대,1471084.0,수지구,풍덕천동,0,53,0,3.358490566037736
41,1005142784,1,0,65.0,0,0,0,60대,220915.0,수지구,동천동,1,16,1,1.5625
42,1005174336,1,0,37.0,0,0,0,30대,125968.0,수지구,성복동,0,1,0,1.0
43,1005230016,1,0,42.0,0,0,0,40대,24275.0,수지구,풍덕천동,0,3,1,1.3666666666666665
44,1005389632,1,0,54.0,1,0,0,50대,522272.0,수지구,동천동,0,18,1,2.6666666666666665
45,1005393344,1,0,42.0,0,0,0,40대,25270.0,수지구,죽전동,0,2,1,1.5
46,1005430464,1,0,57.0,0,0,0,50대,19144.0,수지구,동천동,0,1,1,2.0
47,100548800,1,0,53.0,0,0,0,50대,98209.0,수지구,동천동,0,2,1,2.0
48,1005500992,1,0,37.0,0,0,0,30대,63558.0,수지구,동천동,0,2,0,2.0
49,1005616064,1,0,73.0,0,0,0,70대이상,26705.0,수지구,상현동,1,3,0,2.3333333333333335
50,1005669888,1,0,63.0,0,1,0,60대,57433.0,수지구,상현동,1,2,1,2.0
51,1005729280,1,1,50.0,0,0,0,50대,36564.0,분당구,구미동,0,6,1,1.6666666666666667
52,1005732992,1,0,44.0,0,0,0,40대,62218.0,수지구,풍덕천동,0,4,1,1.25
53,1005924160,1,0,40.0,0,0,0,40대,191635.0,수지구,풍덕천동,0,16,1,1.4
54,1005942720,1,0,46.0,0,0,0,40대,29865.0,수지구,동천동,0,1,1,4.0
55,1005976128,1,0,40.0,0,0,0,40대,149132.0,수지구,동천동,0,11,1,1.8181818181818181
56,1005983552,1,0,43.0,0,0,0,40대,6318.0,기흥구,동백동,0,1,1,1.0
57,1006050368,1,0,66.0,0,0,0,60대,67003.0,수지구,동천동,1,4,1,1.75
58,1006132032,1,0,64.0,0,0,0,60대,39820.0,수지구,신봉동,1,6,1,1.8333333333333333
59,1006167296,1,0,47.0,0,0,0,40대,496730.0,수지구,풍덕천동,0,30,1,1.7033333333333334
60,1006213696,1,0,45.0,0,0,0,40대,393889.0,수원 영통구,기타,0,13,1,2.3846153846153846
61,1006302784,1,0,46.0,0,0,0,40대,54178.0,수지구,풍덕천동,0,3,1,1.3333333333333333
62,1006313920,1,0,40.0,0,0,0,40대,8998.0,수지구,동천동,0,1,1,1.0
63,1006319488,1,0,46.0,1,0,0,40대,377240.0,수지구,풍덕천동,0,30,1,1.8333333333333333
64,1006334336,1,0,39.0,0,0,0,30대,53316.0,수지구,상현동,0,8,0,1.0
65,1006349184,1,0,41.0,0,0,0,40대,123771.0,수지구,풍덕천동,0,12,1,1.175
66,1006436416,1,0,45.0,0,0,0,40대,15507.0,수지구,동천동,0,2,1,1.0
67,1006532928,1,0,37.0,0,0,0,30대,5552.0,수지구,신봉동,0,1,0,1.0
68,1006614592,1,0,38.0,0,0,0,30대,411124.0,수지구,동천동,0,17,0,2.2941176470588234
69,1006670272,1,0,72.0,0,0,0,70대이상,170191.0,기타,기타,1,10,0,3.6
70,1006712960,1,0,46.0,0,0,0,40대,117817.0,수지구,풍덕천동,0,9,1,1.5555555555555556
71,1006891136,1,0,47.0,0,0,0,40대,261986.0,수지구,동천동,0,12,1,2.5833333333333335
72,1006917120,1,0,63.0,0,0,0,60대,456491.0,수지구,풍덕천동,1,34,1,1.411764705882353
73,1006998784,1,0,37.0,0,0,0,30대,100889.0,수지구,풍덕천동,0,12,0,1.25
74,1007015488,1,0,54.0,1,0,0,50대,551542.0,기흥구,보정동,0,23,1,1.565217391304348
75,1007212224,1,0,34.0,0,0,0,30대,1193969.0,수지구,풍덕천동,0,39,0,2.358974358974359
76,1007219648,1,0,51.0,0,0,0,50대,5935.0,수지구,성복동,0,1,1,1.0
77,1007247488,1,0,39.0,0,0,0,30대,113238.0,수지구,상현동,0,5,0,1.4
78,1007314304,1,0,38.0,1,0,0,30대,397528.0,수지구,동천동,0,23,0,1.7391304347826086
79,1007576000,1,0,42.0,0,0,0,40대,10051.0,수지구,상현동,0,2,1,1.0
80,1007739328,1,0,56.0,0,0,0,50대,23739.0,수지구,동천동,0,1,1,2.0
81,1007817280,1,0,48.0,0,1,0,40대,1533023.0,수지구,풍덕천동,0,60,1,2.8666666666666667
82,1007820992,1,0,48.0,0,1,0,40대,804440.0,수지구,풍덕천동,0,54,1,1.7962962962962963
83,1007830272,1,0,56.0,0,0,0,50대,123000.0,수지구,신봉동,0,12,1,1.5
84,1007880384,1,0,41.0,0,0,0,40대,234326.0,수지구,상현동,0,8,1,3.5
85,1008056704,1,0,42.0,0,0,0,40대,66142.0,수지구,상현동,0,2,1,4.5
86,1008080832,1,0,63.0,0,0,0,60대,29290.0,수지구,동천동,1,1,1,4.0
87,1008082688,1,0,46.0,0,0,0,40대,108356.0,수지구,동천동,0,1,1,4.0
88,1008116096,1,0,62.0,0,0,0,60대,97350.0,수지구,상현동,1,7,1,1.7142857142857142
89,1008201472,1,0,48.0,0,0,0,40대,9572.0,수지구,풍덕천동,0,1,1,1.0
90,1008335104,1,0,51.0,0,0,0,50대,67005.0,분당구,구미동,0,2,1,1.0
91,1008370368,1,0,50.0,0,0,0,50대,91608.0,수지구,풍덕천동,0,14,1,1.2857142857142858
92,1008511424,1,0,46.0,0,1,0,40대,259594.0,수지구,동천동,0,12,1,2.0083333333333333
93,1008613504,1,0,39.0,0,0,0,30대,48818.0,수지구,풍덕천동,0,1,0,1.0
94,1008698880,1,0,40.0,0,0,0,40대,32641.0,수원 영통구,기타,0,4,1,1.5
95,1008719296,1,0,44.0,0,0,0,40대,24122.0,수원 영통구,기타,0,1,1,2.0
96,1008748992,1,0,52.0,0,0,0,50대,10912.0,수지구,동천동,0,1,1,1.0
97,1008800960,1,0,49.0,0,0,0,40대,55996.0,수지구,동천동,0,4,1,2.5
98,1008955008,1,0,42.0,1,0,0,40대,479273.0,수지구,성복동,0,23,1,3.8260869565217392
99,1009040384,1,0,60.0,0,0,0,60대,454920.0,수지구,동천동,1,8,1,1.75
100,1009066368,1,0,52.0,0,0,0,50대,291471.0,기흥구,보정동,0,11,1,1.7272727272727273
101,100932992,1,0,50.0,0,0,0,50대,247534.0,수지구,풍덕천동,0,15,1,2.3333333333333335
102,1009355904,1,0,37.0,0,1,0,30대,14741.0,수지구,신봉동,0,1,0,1.0
103,1009381888,1,0,44.0,0,0,0,40대,7083.0,수지구,풍덕천동,0,1,1,1.0
104,1009406016,1,1,51.0,0,0,0,50대,38958.0,기흥구,청덕동,0,3,1,2.0
105,1009480256,1,0,50.0,0,0,0,50대,45754.0,수지구,풍덕천동,0,3,1,1.0
106,1009495104,1,0,45.0,0,0,0,40대,240066.0,수지구,동천동,0,19,1,1.736842105263158
107,1009508096,1,0,51.0,0,0,0,50대,7370.0,수지구,동천동,0,1,1,1.0
108,100955264,1,0,85.0,0,0,0,70대이상,113429.0,수지구,풍덕천동,1,4,0,2.25
109,1009565632,1,0,67.0,0,0,0,60대,195271.0,서울 강남구,기타,1,10,1,2.6
110,1009641728,1,0,44.0,0,0,0,40대,142527.0,수지구,풍덕천동,0,12,1,2.0
111,1009671424,1,0,38.0,0,0,0,30대,14741.0,기흥구,보정동,0,1,0,1.0
112,1009959104,1,0,30.0,0,0,0,30대,484060.0,수지구,동천동,0,21,0,3.3333333333333335
113,1010090880,1,0,42.0,0,1,0,40대,646805.0,수지구,풍덕천동,0,42,1,1.9761904761904763
114,101010944,1,0,69.0,0,0,0,60대,7658.0,수원 팔달구,기타,1,1,1,2.0
115,1010144704,1,1,77.0,0,0,0,70대이상,457930.0,수지구,신봉동,1,37,0,1.9324324324324325
116,1010334016,1,0,61.0,0,0,0,60대,15028.0,기타,기타,1,2,1,2.0
117,101035072,1,0,46.0,0,0,0,40대,182440.0,수지구,성복동,0,6,1,3.8333333333333335
118,1010391552,1,0,42.0,1,0,0,40대,819578.0,수지구,풍덕천동,0,19,1,4.11578947368421
119,1010430528,1,0,65.0,0,0,0,60대,22973.0,수지구,풍덕천동,1,3,1,1.6666666666666667
120,1010465792,1,0,42.0,0,0,0,40대,30631.0,수지구,상현동,0,1,1,2.0
121,1010515904,1,1,37.0,0,0,0,30대,81937.0,분당구,수내동,0,4,0,2.75
122,1010573440,1,0,36.0,0,0,0,30대,9381.0,서울 강남구,기타,0,1,0,1.0
123,1010803584,1,0,70.0,0,0,0,70대이상,25653.0,수지구,동천동,1,2,0,2.0
124,1010820288,1,0,37.0,0,0,0,30대,97253.0,수지구,풍덕천동,0,9,0,2.3333333333333335
125,1010955776,1,0,38.0,0,0,0,30대,155451.0,수지구,동천동,0,2,0,2.5
126,1010970624,1,0,70.0,0,0,0,70대이상,795149.0,수지구,동천동,1,46,0,2.0
127,1011000320,1,0,62.0,0,0,0,60대,2770064.0,수지구,동천동,1,60,1,2.7583333333333333
128,1011035584,1,0,74.0,0,0,0,70대이상,113142.0,수지구,풍덕천동,1,6,0,1.3333333333333333
129,1011100544,1,0,38.0,0,0,0,30대,31013.0,수지구,풍덕천동,0,3,0,1.3333333333333333
130,1011139520,1,0,44.0,0,0,0,40대,302092.0,수지구,상현동,0,13,1,3.769230769230769
131,1011145088,1,0,36.0,1,1,0,30대,587382.0,서울 송파구,기타,0,26,0,1.9769230769230768
132,1011343680,1,0,43.0,0,0,0,40대,167131.0,수지구,풍덕천동,0,15,1,1.8
133,1011488448,1,0,39.0,0,0,0,30대,55136.0,수지구,동천동,0,3,0,1.6666666666666667
134,1011540416,1,0,40.0,0,0,0,40대,229344.0,수지구,신봉동,0,12,1,1.75
135,1011553408,1,0,79.0,0,0,0,70대이상,286205.0,수지구,풍덕천동,1,17,0,1.8823529411764706
136,1011625792,1,0,63.0,0,0,0,60대,10529.0,기흥구,기타,1,1,1,1.0
137,1011982144,1,0,41.0,0,0,0,40대,12827.0,기흥구,언남동,0,1,1,1.0
138,1012026688,1,0,62.0,0,0,0,60대,133819.0,수지구,신봉동,1,8,1,2.0
139,1012093504,1,0,46.0,0,0,0,40대,324321.0,수지구,동천동,0,25,1,1.24
140,1012191872,1,0,37.0,0,0,0,30대,13133.0,수지구,풍덕천동,0,1,0,3.0
141,1012531520,1,0,44.0,0,0,0,40대,120704.0,수지구,상현동,0,8,1,2.375
142,1012615040,1,0,72.0,0,0,0,70대이상,11391.0,수지구,동천동,1,3,0,1.0
143,1012713408,1,0,55.0,0,0,0,50대,2393.0,분당구,중동,0,1,1,1.0
144,1012778368,1,0,42.0,0,0,0,40대,6126.0,수지구,풍덕천동,0,1,1,1.0
145,1012837760,1,0,46.0,0,0,0,40대,7849.0,수지구,동천동,0,1,1,1.0
146,1012941696,1,0,51.0,0,0,0,50대,375168.0,수지구,풍덕천동,0,6,1,1.3333333333333333
147,101300480,1,0,52.0,1,0,0,50대,472093.0,수지구,상현동,0,15,1,2.533333333333333
148,1013004800,1,0,48.0,0,0,0,40대,26323.0,수지구,동천동,0,1,1,2.0
149,1013056768,1,0,41.0,0,0,0,40대,275580.0,수지구,풍덕천동,0,17,1,2.2058823529411766
150,1013108736,1,0,51.0,0,0,0,50대,90935.0,수지구,동천동,0,2,1,2.5
151,1013136576,1,0,47.0,0,0,0,40대,197485.0,수지구,동천동,0,16,1,1.31875
152,1013156992,1,0,45.0,0,0,0,40대,20293.0,수지구,동천동,0,2,1,1.0
153,1013168128,1,0,51.0,0,0,0,50대,182444.0,분당구,구미동,0,11,1,1.3636363636363635
154,101319040,1,0,67.0,0,0,0,60대,522251.0,수지구,성복동,1,29,1,2.179310344827586
155,1013446528,1,0,40.0,0,0,0,40대,357612.0,수지구,상현동,0,20,1,1.85
156,1013457664,1,0,70.0,0,0,0,70대이상,32449.0,수지구,상현동,1,3,0,1.6666666666666667
157,1013507776,1,1,79.0,0,0,0,70대이상,16272.0,수지구,상현동,1,2,0,1.0
158,1013658112,1,0,37.0,0,0,0,30대,129511.0,수지구,동천동,0,7,0,2.2857142857142856
159,1013669248,1,0,45.0,1,0,0,40대,555884.0,수지구,죽전동,0,21,1,2.2095238095238097
160,1013685952,1,0,43.0,0,0,0,40대,62697.0,수지구,상현동,0,6,1,1.8333333333333333
161,1013791744,1,0,69.0,0,0,0,60대,89496.0,수지구,풍덕천동,1,3,1,2.0
162,1013851136,1,0,68.0,0,0,0,60대,26515.0,수지구,상현동,1,1,1,2.0
163,1013999616,1,0,47.0,0,0,0,40대,8423.0,수지구,동천동,0,2,1,1.0
164,1014086848,1,0,37.0,0,0,0,30대,180683.0,수지구,풍덕천동,0,10,0,2.2
165,1014120256,1,0,37.0,0,0,0,30대,273435.0,수지구,풍덕천동,0,15,0,2.74
166,1014159232,1,0,36.0,0,0,0,30대,6797.0,기타,기타,0,1,0,2.0
167,1014279872,1,0,54.0,0,0,0,50대,16464.0,수지구,풍덕천동,0,1,1,1.0
168,1014539712,1,0,65.0,0,1,0,60대,156983.0,수지구,풍덕천동,1,10,1,1.6
169,1014729024,1,0,70.0,0,0,0,70대이상,128555.0,수지구,동천동,1,11,0,1.6363636363636365
170,1014857088,1,0,60.0,0,0,0,60대,197758.0,수지구,신봉동,1,13,1,1.5384615384615385
171,1014864512,1,0,78.0,0,0,0,70대이상,78397.0,수지구,신봉동,1,5,0,1.4
172,1014870080,1,0,37.0,0,0,0,30대,12827.0,수지구,신봉동,0,1,0,1.0
173,1014884928,1,0,35.0,0,0,0,30대,37523.0,수지구,풍덕천동,0,6,0,1.8333333333333333
174,1014920192,1,0,39.0,0,0,0,30대,173849.0,수지구,풍덕천동,0,10,0,1.92
175,1014948032,1,0,63.0,0,0,0,60대,31109.0,수지구,풍덕천동,1,3,1,1.0
176,1014981440,1,0,37.0,0,0,0,30대,80790.0,수지구,풍덕천동,0,11,0,1.6363636363636365
177,1015011136,1,0,29.0,1,0,0,20대이하,596776.0,수지구,풍덕천동,0,35,0,2.174285714285714
178,1015194880,1,0,62.0,0,0,0,60대,57241.0,수지구,풍덕천동,1,4,1,1.5
179,1015235712,1,0,36.0,0,0,0,30대,39054.0,수지구,풍덕천동,0,3,0,1.6666666666666667
180,1015246848,1,0,43.0,1,0,0,40대,531744.0,수지구,풍덕천동,0,31,1,1.967741935483871
181,1015321088,1,0,46.0,0,0,0,40대,49009.0,수지구,동천동,0,4,1,1.0
182,1015356352,1,0,48.0,0,0,0,40대,2489.0,수지구,동천동,0,1,1,1.0
183,1015358208,1,0,49.0,0,0,0,40대,208480.0,수지구,동천동,0,9,1,1.2222222222222223
184,1015449152,1,0,67.0,0,0,0,60대,146645.0,기흥구,보정동,1,8,1,1.125
185,1015495552,1,0,52.0,0,0,0,50대,81555.0,수지구,동천동,0,7,1,1.2857142857142858
186,1015502976,1,0,48.0,0,0,0,40대,135349.0,수지구,동천동,0,14,1,1.2857142857142858
187,1015517824,1,1,48.0,0,0,0,40대,14550.0,기타,기타,0,1,1,2.0
188,1015525248,1,0,49.0,0,0,0,40대,3542.0,기타,기타,0,1,1,1.0
189,101554752,1,0,42.0,0,0,0,40대,23356.0,기타,기타,0,2,1,1.5
190,1015562368,1,0,54.0,0,0,0,50대,14167.0,수지구,동천동,0,1,1,2.0
191,1015614336,1,0,40.0,0,0,0,40대,36374.0,기타,기타,0,1,1,1.0
192,1015683008,1,0,36.0,0,0,0,30대,101559.0,수지구,풍덕천동,0,7,0,2.142857142857143
193,1015762816,1,0,38.0,0,0,0,30대,81075.0,분당구,삼평동,0,4,0,2.25
194,1015902016,1,0,48.0,0,0,0,40대,59251.0,수지구,동천동,0,4,1,1.75
195,1015935424,1,0,36.0,0,0,0,30대,83085.0,수지구,신봉동,0,3,0,2.3333333333333335
196,1015959552,1,0,73.0,0,0,0,70대이상,4977.0,수지구,동천동,1,1,0,1.0
197,1015985536,1,0,61.0,0,0,0,60대,47764.0,수지구,상현동,1,8,1,1.75
198,1016044928,1,0,52.0,0,0,0,50대,29482.0,수지구,신봉동,0,1,1,1.0
199,1016210112,1,0,43.0,0,0,0,40대,132312.0,서울 강남구,기타,0,10,1,1.7
200,1016492224,1,0,37.0,0,0,0,30대,246815.0,수지구,풍덕천동,0,29,0,1.4482758620689655
201,1016655552,1,0,48.0,0,0,0,40대,396849.0,수지구,풍덕천동,0,37,1,1.7837837837837838
202,1016726080,1,0,52.0,0,0,0,50대,414472.0,수지구,동천동,0,42,1,1.3380952380952382
203,1016844864,1,0,50.0,0,0,0,50대,14166.0,수지구,풍덕천동,0,2,1,1.0
204,1016874560,1,0,49.0,0,0,0,40대,5743.0,수지구,동천동,0,1,1,1.0
205,1017073152,1,0,60.0,0,0,0,60대,187824.0,수원 영통구,기타,1,6,1,2.216666666666667
206,1017086144,1,0,37.0,0,0,0,30대,1260664.0,수지구,풍덕천동,0,47,0,3.057446808510638
207,1017423936,1,0,77.0,0,0,0,70대이상,11103.0,서울 강남구,기타,1,1,0,2.0
208,1017498176,1,0,53.0,0,0,0,50대,22782.0,수지구,풍덕천동,0,1,1,3.0
209,1017553856,1,0,41.0,0,0,0,40대,16464.0,수원 팔달구,기타,0,3,1,1.3333333333333333
210,101760768,1,0,64.0,1,0,0,60대,470662.0,수지구,상현동,1,23,1,2.5217391304347827
211,1017620672,1,0,47.0,0,0,0,40대,60017.0,수지구,상현동,0,4,1,1.5
212,1017633664,1,0,53.0,0,0,0,50대,178519.0,수지구,상현동,0,11,1,1.9090909090909092
213,1017680064,1,0,47.0,0,0,0,40대,3829.0,수지구,동천동,0,1,1,1.0
214,1017685632,1,0,58.0,0,0,0,50대,66622.0,수지구,동천동,0,1,1,4.0
215,1017912064,1,0,40.0,0,0,0,40대,932767.0,수지구,풍덕천동,0,41,1,3.1707317073170733
216,1017975168,1,0,48.0,0,0,0,40대,12826.0,수지구,상현동,0,1,1,3.0
217,1018008576,1,1,51.0,0,0,0,50대,93137.0,수지구,풍덕천동,0,3,1,4.333333333333333
218,1018218304,1,0,63.0,0,0,0,60대,208768.0,기타,기타,1,10,1,2.2
219,1018381632,1,0,43.0,0,0,0,40대,49506.0,수지구,상현동,0,4,1,1.8
220,1018557952,1,0,45.0,0,0,0,40대,10912.0,기타,기타,0,1,1,1.0
221,1018583936,1,1,44.0,0,0,0,40대,42882.0,수지구,상현동,0,2,1,1.5
222,1018615488,1,0,38.0,1,0,0,30대,608207.0,수지구,신봉동,0,15,0,4.073333333333333
223,1018630336,1,0,39.0,0,0,0,30대,34268.0,수지구,신봉동,0,3,0,1.3333333333333333
224,1018734272,0,0,51.0,0,0,0,50대,19527.0,수지구,동천동,0,1,1,2.0
225,1018997824,1,0,41.0,0,0,0,40대,75524.0,수지구,동천동,0,4,1,1.0
226,1019151872,1,0,42.0,0,1,0,40대,1954777.0,수지구,동천동,0,68,1,3.0088235294117647
227,1019185280,1,0,43.0,0,0,0,40대,107014.0,수지구,상현동,0,3,1,3.0
228,1019259520,1,0,62.0,0,0,0,60대,26036.0,수지구,상현동,1,1,1,1.0
229,1019318912,1,0,40.0,0,0,0,40대,209534.0,기흥구,마북동,0,14,1,1.5714285714285714
230,1019435840,1,0,58.0,0,0,0,50대,286932.0,수지구,동천동,0,18,1,1.8888888888888888
231,1019446976,1,0,47.0,0,0,0,40대,216138.0,수지구,상현동,0,14,1,1.8571428571428572
232,101946368,1,0,46.0,0,0,0,40대,26802.0,수지구,죽전동,0,1,1,1.0
233,1019582464,1,0,50.0,0,0,0,50대,3159.0,수지구,죽전동,0,1,1,1.0
234,1019597312,1,0,38.0,0,0,0,30대,383363.0,수지구,동천동,0,23,0,1.7391304347826086
235,1019647424,1,0,54.0,0,1,1,50대,3027770.0,수지구,동천동,0,135,1,2.1437037037037037
236,1019649280,1,0,42.0,0,0,0,40대,7179.0,수지구,동천동,0,1,1,2.0
237,1019884992,1,0,42.0,0,0,0,40대,66525.0,수지구,풍덕천동,0,3,1,3.0
238,1019894272,1,0,36.0,0,0,0,30대,181486.0,광주,오포읍,0,13,0,2.0
239,1020024192,1,0,72.0,1,0,0,70대이상,635110.0,수지구,동천동,1,27,0,2.1481481481481484
240,1020070592,1,0,42.0,0,0,0,40대,44987.0,기타,기타,0,5,1,2.6
241,1020172672,1,0,48.0,0,0,0,40대,122714.0,수지구,동천동,0,13,1,1.5384615384615385
242,1020189376,1,0,48.0,0,0,0,40대,35800.0,수지구,신봉동,0,3,1,1.3333333333333333
243,1020361984,1,0,42.0,0,0,0,40대,248776.0,수지구,동천동,0,18,1,1.8888888888888888
244,1020373120,1,0,45.0,0,0,0,40대,326407.0,수지구,풍덕천동,0,12,1,3.3333333333333335
245,1020384256,1,0,40.0,0,0,0,40대,378864.0,기타,기타,0,23,1,1.608695652173913
246,1020462208,1,0,52.0,0,0,0,50대,52263.0,수지구,동천동,0,4,1,2.0
247,1021475584,1,0,57.0,0,0,0,50대,38288.0,기타,기타,0,1,1,1.0
248,1021718720,1,0,59.0,0,0,0,50대,8806.0,기타,기타,0,1,1,2.0
249,1021731712,1,0,56.0,0,0,0,50대,10338.0,기타,기타,0,1,1,1.0
250,102178368,1,0,43.0,0,0,0,40대,7370.0,수지구,풍덕천동,0,1,1,1.0
251,1021813376,1,0,55.0,0,0,0,50대,10721.0,기타,기타,0,1,1,2.0
252,1022654144,1,0,57.0,0,0,0,50대,43840.0,수지구,성복동,0,1,1,7.0
253,1023006784,1,0,39.0,0,0,0,30대,8423.0,수지구,상현동,0,1,0,1.0
254,1023025344,1,0,67.0,0,0,0,60대,43074.0,수지구,동천동,1,4,1,1.5
255,1023027200,1,0,45.0,0,0,0,40대,26036.0,수지구,동천동,0,3,1,1.0
256,1023108864,1,0,36.0,0,1,0,30대,555131.0,수지구,풍덕천동,0,56,0,1.4285714285714286
257,1023140416,1,0,47.0,0,0,0,40대,24696.0,수지구,풍덕천동,0,2,1,1.5
258,1023218368,1,0,47.0,0,0,0,40대,51498.0,수지구,상현동,0,2,1,2.0
259,102328704,1,1,44.0,0,0,0,40대,47860.0,기타,기타,0,1,1,2.0
260,1023609984,1,0,40.0,0,0,0,40대,9955.0,수지구,동천동,0,1,1,2.0
261,1023613696,1,0,49.0,0,0,0,40대,107684.0,수지구,동천동,0,7,1,1.4285714285714286
262,1023877248,1,0,35.0,0,0,0,30대,3829.0,서울 송파구,기타,0,1,0,1.0
263,1024036864,1,0,60.0,0,0,0,60대,115248.0,수지구,동천동,1,6,1,1.3333333333333333
264,1024111104,1,0,49.0,0,0,0,40대,12444.0,수지구,상현동,0,1,1,3.0
265,1024185344,1,0,64.0,0,0,0,60대,26036.0,수지구,상현동,1,1,1,2.0
266,1024207616,1,0,57.0,0,0,0,50대,135542.0,기타,기타,0,7,1,2.142857142857143
267,1024281856,1,0,39.0,1,0,0,30대,636832.0,수지구,동천동,0,35,0,3.1142857142857143
268,1024437760,1,0,38.0,0,0,0,30대,79256.0,서울 송파구,기타,0,4,0,2.25
269,1024471168,1,0,41.0,0,0,0,40대,5360.0,수지구,동천동,0,1,1,1.0
270,1024500864,1,0,45.0,0,1,0,40대,1744182.0,수지구,풍덕천동,0,79,1,2.1265822784810124
271,1024532416,1,0,43.0,0,0,0,40대,175838.0,수지구,신봉동,0,7,1,2.5714285714285716
272,1024565824,1,0,57.0,0,0,0,50대,14070.0,수지구,동천동,0,1,1,3.0
273,1024695744,1,0,36.0,0,0,0,30대,45084.0,분당구,구미동,0,5,0,1.4
274,1024703168,1,0,36.0,0,0,0,30대,69875.0,기타,기타,0,5,0,1.8
275,1024706880,1,0,38.0,0,1,0,30대,874657.0,수지구,풍덕천동,0,59,0,1.8186440677966103
276,1024710592,1,0,47.0,0,0,0,40대,11486.0,수지구,성복동,0,1,1,1.0
277,1024729152,1,0,74.0,1,0,0,70대이상,415620.0,수지구,동천동,1,17,0,1.4705882352941178
278,1024911040,1,0,43.0,0,1,0,40대,9572.0,수지구,신봉동,0,1,1,2.0
